Item_Identifier,Outlet_Identifier,sales_predictions
DRC01,OUT010,-1043.25
FDB15,OUT027,5583.0
NCA17,OUT027,3824.25
FDF10,OUT046,2377.25
FDR26,OUT027,4296.25
FDI02,OUT049,1925.25
NCM54,OUT010,103.25
FDF14,OUT013,2455.75
FDJ33,OUT010,58.75
FDM20,OUT035,4036.0
FDC03,OUT027,4594.75
NCX05,OUT046,1834.0
NCM41,OUT027,2920.0
NCU29,OUT010,435.0
FDQ59,OUT017,1507.5
FDH46,OUT010,-221.75
FDH09,OUT013,883.0
NCD06,OUT045,678.5
FDC15,OUT035,2587.25
DRD37,OUT027,2209.5
FDT28,OUT027,3833.5
FDR28,OUT027,4108.5
FDT38,OUT017,1503.25
FDV34,OUT027,2737.5
FDY52,OUT035,1200.5
FDB34,OUT013,1437.0
DRL23,OUT018,1419.75
DRB24,OUT046,2457.25
FDJ50,OUT046,911.5
FDQ49,OUT035,2651.75
FDP20,OUT035,2142.5
FDV19,OUT027,4036.25
NCR54,OUT045,3008.25
FDO09,OUT010,2213.75
FDS57,OUT018,1996.0
FDN10,OUT049,1989.25
FDV23,OUT049,2097.25
FDY28,OUT049,3508.5
DRG51,OUT013,2616.5
FDD45,OUT019,-420.25
NCL18,OUT027,4452.75
NCM29,OUT013,2106.25
FDF17,OUT027,4570.25
FDE22,OUT017,2686.0
FDQ22,OUT017,754.0
FDS01,OUT013,2900.0
FDW35,OUT027,2181.5
FDJ33,OUT046,2029.25
NCF54,OUT035,2849.25
FDE09,OUT013,1815.75
NCE06,OUT045,2469.25
DRH49,OUT049,1403.25
FDY43,OUT045,2629.5
NCT05,OUT017,4110.25
FDZ34,OUT045,2974.75
FDL38,OUT017,1580.75
FDZ31,OUT017,3147.75
FDR14,OUT035,1041.25
NCN54,OUT049,1361.5
NCC42,OUT027,3660.25
FDK08,OUT017,1780.5
FDP59,OUT013,1774.75
FDV22,OUT035,2702.75
FDD33,OUT035,3834.75
DRE60,OUT027,5000.75
FDK52,OUT046,3583.0
FDA02,OUT017,2491.75
FDM56,OUT049,1854.0
FDE57,OUT035,2414.25
FDM32,OUT045,1381.5
NCQ30,OUT027,3382.75
FDQ27,OUT027,3201.5
FDT60,OUT027,3448.5
FDU43,OUT049,3935.25
NCO55,OUT035,1827.0
FDG02,OUT045,2979.0
FDJ28,OUT013,3070.25
FDP40,OUT045,1785.5
FDJ38,OUT045,3007.25
NCC54,OUT017,3882.75
NCZ41,OUT046,1978.5
FDK38,OUT019,499.75
FDU52,OUT013,2507.25
FDC40,OUT046,1285.75
NCR30,OUT017,1286.0
NCN18,OUT017,1856.25
FDB50,OUT035,1397.75
FDG04,OUT013,3033.75
FDR26,OUT035,2964.0
NCT17,OUT018,2693.5
FDX35,OUT027,5076.75
FDS12,OUT046,2010.5
NCZ29,OUT027,3437.0
FDB38,OUT010,707.75
FDP12,OUT013,718.0
FDP22,OUT046,893.25
FDS26,OUT018,3831.75
FDR52,OUT046,3084.25
DRJ13,OUT046,2551.0
FDU48,OUT027,3546.0
FDE29,OUT035,1124.75
NCT29,OUT049,2022.0
DRK37,OUT018,2711.0
FDK55,OUT046,1430.75
FDR07,OUT046,1545.25
FDO21,OUT027,5064.25
FDK46,OUT049,4217.25
FDB12,OUT045,1648.25
FDT31,OUT027,4463.75
FDJ33,OUT045,1962.75
FDC26,OUT027,3198.75
NCQ02,OUT045,2907.5
FDP08,OUT010,1162.5
FDB11,OUT027,5025.75
FDV55,OUT013,2365.25
FDW20,OUT049,2055.25
NCJ18,OUT019,-50.0
FDC41,OUT018,940.5
FDE14,OUT027,3138.25
FDG35,OUT013,2875.75
FDF45,OUT035,1151.25
FDS19,OUT027,2757.25
FDS58,OUT019,698.0
FDA26,OUT017,3633.75
FDM32,OUT049,1532.5
FDL45,OUT046,2033.25
FDZ55,OUT049,2656.5
FDY37,OUT049,2409.25
FDO46,OUT046,3087.75
FDQ60,OUT046,1951.75
FDA19,OUT018,1814.0
FDL15,OUT046,2461.75
FDM10,OUT018,3089.75
NCL05,OUT017,799.0
DRK49,OUT010,-1210.0
NCE18,OUT027,5405.0
FDG40,OUT049,697.75
DRI59,OUT045,3436.75
FDK28,OUT035,4194.25
NCD06,OUT019,-1171.5
FDO11,OUT019,2111.0
FDK27,OUT046,1936.0
FDT43,OUT027,2304.5
FDD38,OUT018,1428.5
FDA16,OUT049,3589.5
FDL14,OUT027,3957.0
NCM17,OUT049,810.0
FDD20,OUT045,1931.25
FDA40,OUT045,1425.75
FDL43,OUT045,1214.0
FDV15,OUT045,1564.75
FDE52,OUT046,1506.0
NCL17,OUT010,349.75
NCJ31,OUT045,3645.75
FDR60,OUT045,1190.25
NCA18,OUT035,1978.75
FDS21,OUT027,2548.0
FDW09,OUT035,1475.5
FDL26,OUT035,2622.25
FDS47,OUT018,1146.5
FDC39,OUT046,3244.75
FDT51,OUT035,1991.75
FDK40,OUT035,4313.25
NCG19,OUT045,3600.5
FDZ07,OUT046,1055.5
FDF08,OUT027,2933.75
FDO04,OUT013,959.25
FDK41,OUT018,1058.5
FDP15,OUT049,4124.0
NCD43,OUT018,1400.0
NCP18,OUT013,2388.75
FDZ51,OUT046,1573.25
DRH13,OUT035,1888.0
FDF38,OUT045,669.25
NCI43,OUT045,736.25
FDM38,OUT027,2389.0
FDS03,OUT013,1096.25
DRJ47,OUT017,2814.75
FDT50,OUT010,-321.75
FDV02,OUT046,2741.75
NCG18,OUT017,1760.5
FDW52,OUT046,2670.0
FDS40,OUT035,778.0
FDN31,OUT017,3133.25
FDA37,OUT045,1953.75
FDA15,OUT046,3963.75
FDL39,OUT046,2917.0
FDJ53,OUT045,1888.75
FDX22,OUT013,3424.25
NCZ42,OUT045,3694.0
FDD56,OUT027,4280.75
FDD40,OUT017,3225.75
FDS50,OUT013,3522.5
NCN14,OUT013,2947.25
FDT15,OUT013,2990.25
NCS18,OUT027,3169.75
NCO26,OUT010,-108.0
FDF58,OUT018,755.25
NCB19,OUT013,1403.0
FDH26,OUT017,2404.0
DRB24,OUT027,3884.0
FDA49,OUT018,1121.25
FDB32,OUT045,1486.0
FDI36,OUT017,3285.0
NCA17,OUT010,440.0
FDH22,OUT013,2019.25
NCM26,OUT018,2154.5
FDT15,OUT027,4409.5
FDB16,OUT018,1145.0
NCP54,OUT027,3411.25
FDJ36,OUT013,1703.5
FDO28,OUT045,1855.25
FDU09,OUT013,979.0
FDF29,OUT017,2221.0
FDY08,OUT013,2288.5
DRJ59,OUT018,355.5
FDT23,OUT027,2783.5
FDU15,OUT018,424.25
FDT47,OUT013,1654.5
FDI53,OUT019,766.25
FDR59,OUT018,3905.0
FDD53,OUT035,837.25
FDY51,OUT017,3578.25
FDT04,OUT049,731.5
FDU51,OUT049,2936.0
FDG14,OUT035,2612.25
NCU06,OUT045,3550.5
DRG25,OUT046,2950.75
DRH49,OUT035,1496.0
FDN15,OUT035,2378.5
FDL43,OUT018,982.0
NCT18,OUT049,2967.25
NCB31,OUT013,4109.0
FDK57,OUT035,2054.0
FDY04,OUT019,745.0
NCP54,OUT046,1931.0
FDF41,OUT013,3871.25
FDM01,OUT045,1649.25
FDW03,OUT045,1672.5
FDF28,OUT045,1949.75
FDY37,OUT017,2423.25
FDQ03,OUT017,3891.0
FDP51,OUT027,3412.0
FDJ40,OUT017,1935.25
FDC32,OUT049,1596.25
DRI49,OUT027,2726.25
NCW54,OUT017,988.5
FDF09,OUT017,770.5
FDP45,OUT018,3732.75
DRJ23,OUT018,2680.75
FDS59,OUT017,1938.75
FDY08,OUT046,2232.5
FDX16,OUT049,2452.5
FDY16,OUT018,2686.25
FDK32,OUT035,2641.25
FDQ22,OUT013,711.0
NCC31,OUT018,2197.25
FDG58,OUT049,2585.0
DRF48,OUT013,3022.25
DRH36,OUT049,1287.75
NCR30,OUT035,1344.5
FDB03,OUT019,1918.25
FDZ28,OUT027,3518.0
FDR35,OUT017,3264.0
DRD15,OUT027,5114.25
FDJ33,OUT019,119.25
FDA56,OUT010,41.5
FDP56,OUT046,813.75
NCT30,OUT046,777.5
FDK15,OUT017,1713.75
FDH44,OUT018,2126.25
FDV01,OUT013,2527.5
DRG03,OUT017,2517.5
FDG50,OUT027,2920.25
FDR16,OUT010,1508.75
FDZ60,OUT046,1716.0
DRG03,OUT045,2374.0
FDS56,OUT018,3943.75
FDU33,OUT045,718.25
DRD27,OUT035,1737.0
FDW22,OUT046,3593.5
DRA24,OUT045,2559.25
FDF38,OUT049,815.75
FDX48,OUT013,2538.5
FDS58,OUT018,2342.25
FDC32,OUT046,1491.5
NCQ29,OUT045,4022.5
DRK39,OUT018,1080.0
NCS38,OUT017,1905.25
DRO47,OUT013,1803.25
DRG27,OUT027,2138.25
FDC57,OUT027,4533.25
FDS55,OUT046,2341.0
NCJ06,OUT018,1623.75
FDO01,OUT019,238.25
NCM55,OUT045,2850.75
FDC52,OUT049,2585.0
FDQ15,OUT045,1248.5
NCT30,OUT027,2216.5
NCR42,OUT027,1993.25
FDD28,OUT035,1125.25
FDQ34,OUT049,1754.25
FDZ12,OUT027,3718.75
DRE13,OUT019,-501.25
NCN07,OUT019,214.25
FDM28,OUT035,3020.25
FDI10,OUT017,2871.5
FDQ25,OUT013,2797.0
FDA38,OUT010,1922.25
DRI13,OUT049,3519.5
FDY20,OUT027,2950.0
NCZ53,OUT035,3102.0
NCM31,OUT013,2297.75
DRB01,OUT017,3084.0
DRF37,OUT046,4110.5
NCF42,OUT049,2850.0
FDF16,OUT018,2095.75
FDB41,OUT013,862.75
FDR34,OUT013,3680.75
FDR15,OUT018,2258.75
NCV42,OUT019,-114.25
FDW51,OUT035,3539.25
FDU36,OUT017,1684.75
FDX60,OUT049,1410.5
FDY03,OUT035,1997.5
FDW55,OUT045,3907.5
FDT01,OUT010,1435.5
FDG58,OUT013,2532.75
FDK21,OUT017,4062.75
NCS41,OUT019,972.75
FDS10,OUT045,2823.75
NCT53,OUT046,2606.25
FDJ28,OUT018,2763.0
FDX44,OUT045,1362.75
FDT20,OUT018,388.75
FDO44,OUT017,1866.0
NCX17,OUT049,3762.5
FDY01,OUT017,1986.25
FDJ12,OUT027,4818.75
DRK35,OUT018,337.0
FDD47,OUT019,779.0
NCM53,OUT035,1828.25
FDO45,OUT013,1499.25
NCM42,OUT010,-164.25
FDE04,OUT046,2911.75
NCI30,OUT027,5338.75
FDZ19,OUT013,2802.25
FDW57,OUT013,2880.25
FDA25,OUT013,1740.75
FDT22,OUT046,964.25
FDP51,OUT013,1974.75
FDD48,OUT027,3326.5
FDY39,OUT035,3098.5
FDO48,OUT010,1652.75
FDD23,OUT027,4443.25
DRN35,OUT027,2065.5
FDT01,OUT035,3539.25
FDC20,OUT010,-988.0
DRJ35,OUT035,1160.75
FDB32,OUT046,1524.5
FDL24,OUT046,2809.5
NCV42,OUT035,1939.75
FDZ46,OUT046,1760.0
FDC15,OUT013,2475.0
FDD08,OUT019,-1238.5
FDY50,OUT049,1561.75
FDD36,OUT013,1956.0
FDG57,OUT027,2266.5
FDL21,OUT018,475.75
FDN16,OUT027,3138.5
FDJ09,OUT027,2220.5
FDS01,OUT010,955.25
FDV33,OUT017,4266.0
DRE12,OUT017,1924.5
FDR07,OUT013,1593.25
FDP48,OUT010,1056.5
NCB55,OUT035,1044.25
FDQ08,OUT013,1072.0
FDR34,OUT035,3849.0
FDO33,OUT046,1796.75
FDP13,OUT045,612.5
FDX12,OUT049,3995.25
NCT06,OUT049,2721.5
FDR16,OUT019,1558.0
FDE36,OUT046,2680.5
FDZ36,OUT049,3078.5
FDV13,OUT045,1410.25
NCZ17,OUT035,735.0
FDU56,OUT045,2850.0
FDM09,OUT035,2896.75
FDV02,OUT017,2836.0
FDS34,OUT018,1572.25
FDA11,OUT049,1649.0
FDP09,OUT017,3462.75
FDB29,OUT027,3335.0
FDT19,OUT017,2915.5
DRH15,OUT017,821.75
FDY38,OUT046,3723.0
FDF14,OUT027,3883.0
FDN48,OUT010,-409.25
FDQ12,OUT013,3688.0
NCJ43,OUT045,2668.25
FDE17,OUT019,574.0
FDB05,OUT035,4074.5
FDH10,OUT045,2991.0
NCR06,OUT017,786.75
FDU32,OUT018,1686.0
FDD56,OUT049,2885.25
FDO36,OUT018,2597.5
FDH16,OUT010,-427.75
FDX10,OUT018,363.75
FDZ37,OUT017,1590.25
FDU31,OUT010,1592.75
DRC49,OUT049,2347.0
FDL15,OUT045,2367.25
FDN32,OUT019,1085.5
DRH59,OUT027,2647.75
NCU29,OUT049,2437.0
FDR37,OUT019,1091.5
FDS14,OUT018,2231.5
FDU02,OUT027,5033.0
FDJ08,OUT035,3189.75
NCZ06,OUT045,3899.25
FDO31,OUT049,1478.75
FDH31,OUT018,1412.5
FDS58,OUT017,2705.0
NCA53,OUT027,2258.75
FDF50,OUT046,3160.5
NCW42,OUT049,3590.25
NCQ17,OUT045,2377.5
FDK51,OUT018,3905.0
NCW41,OUT010,578.25
NCR29,OUT017,995.5
FDB08,OUT019,646.0
FDA40,OUT027,2877.0
FDL14,OUT018,2290.25
FDB47,OUT046,3286.75
FDO03,OUT035,3807.5
DRK13,OUT019,1188.25
FDX13,OUT010,2014.5
FDF52,OUT046,2908.0
FDT11,OUT013,3078.25
FDB08,OUT013,2605.25
FDQ28,OUT018,2265.0
FDD29,OUT045,3936.25
NCQ29,OUT027,5541.0
NCO02,OUT013,1074.5
FDR56,OUT010,1209.0
NCM54,OUT049,2077.75
FDP51,OUT035,2055.75
FDT38,OUT013,1407.25
FDZ20,OUT018,3730.75
FDJ53,OUT013,1965.75
FDX13,OUT049,4041.25
FDP58,OUT035,3612.75
NCK31,OUT019,-1043.0
FDA35,OUT018,1743.25
FDV37,OUT018,2910.25
NCO07,OUT027,4821.75
FDA20,OUT045,2908.25
FDZ59,OUT035,2857.75
NCY17,OUT017,799.25
FDQ28,OUT035,2629.0
FDV35,OUT017,2544.75
FDQ36,OUT013,654.0
FDD34,OUT018,2338.0
FDK51,OUT045,4130.75
FDV31,OUT035,2925.0
FDR04,OUT035,1712.0
FDR14,OUT049,987.25
DRC36,OUT010,887.5
FDE39,OUT019,49.5
FDP57,OUT049,1781.25
FDE57,OUT046,2266.5
NCN18,OUT046,1748.5
NCQ05,OUT018,2102.75
FDW47,OUT035,2074.0
FDV46,OUT035,2360.5
NCP29,OUT045,928.0
FDE09,OUT018,1517.5
NCU06,OUT027,5053.25
FDT19,OUT010,846.25
DRF15,OUT017,2519.75
DRI51,OUT013,2725.75
NCX54,OUT013,1690.5
DRE01,OUT013,3800.5
NCB07,OUT045,2996.5
FDU50,OUT035,2022.0
FDG40,OUT035,742.25
FDW10,OUT018,2508.25
FDX51,OUT013,3167.0
NCP17,OUT045,952.0
FDP21,OUT035,3182.0
FDL04,OUT045,1610.75
FDV23,OUT013,1993.75
FDF24,OUT046,1374.5
FDH56,OUT027,3322.75
FDB51,OUT049,1125.75
FDI58,OUT027,3029.25
FDR20,OUT013,869.5
FDC51,OUT018,1755.5
FDB16,OUT027,2856.75
FDE40,OUT049,1127.25
NCM17,OUT035,856.0
FDU56,OUT035,3104.25
FDS32,OUT019,410.5
FDX02,OUT049,3646.5
FDT39,OUT027,3944.25
FDE35,OUT017,1100.75
NCI42,OUT019,1427.25
DRL23,OUT046,1699.25
FDA10,OUT046,1932.5
FDA11,OUT013,1587.25
NCM06,OUT046,2438.0
NCT05,OUT035,4196.75
NCQ02,OUT010,1038.5
NCY06,OUT049,2145.0
FDY56,OUT035,3739.75
FDL02,OUT035,1856.0
NCI06,OUT035,2956.25
FDQ14,OUT045,2329.25
FDQ12,OUT017,3723.5
FDP36,OUT046,850.25
FDK21,OUT027,5428.25
FDO40,OUT045,2298.25
NCK54,OUT019,-8.75
FDY09,OUT018,2543.5
NCW30,OUT049,4204.25
NCC55,OUT027,2065.5
FDE58,OUT018,1608.25
FDR39,OUT013,2949.0
FDU28,OUT049,3094.75
FDH08,OUT017,3727.25
FDG35,OUT045,2775.25
FDG22,OUT049,750.0
FDC34,OUT035,2650.0
FDP15,OUT018,3741.25
FDK34,OUT010,1878.25
FDU45,OUT035,2053.5
FDQ04,OUT027,2122.5
FDX22,OUT018,3104.25
FDB45,OUT017,1783.5
NCH43,OUT027,4857.25
DRE60,OUT046,3505.25
FDD17,OUT027,5193.75
NCM54,OUT017,2115.0
NCH55,OUT013,2050.5
NCT06,OUT017,2709.0
FDA48,OUT027,4940.25
FDY58,OUT027,5068.25
FDO25,OUT045,3263.25
FDN50,OUT045,1518.75
FDH35,OUT035,2768.25
FDK09,OUT045,3519.75
FDO16,OUT013,1390.25
FDW11,OUT045,987.25
FDU47,OUT027,3755.0
NCQ42,OUT010,121.75
FDK55,OUT027,2907.75
FDN08,OUT049,2002.25
FDT57,OUT045,3701.75
FDJ12,OUT018,3063.0
DRL59,OUT017,968.75
NCN53,OUT046,591.25
FDO51,OUT010,-1119.75
FDK56,OUT017,3075.0
FDY12,OUT035,1038.0
FDU15,OUT035,822.25
FDQ19,OUT046,3897.5
DRF15,OUT045,2377.75
DRE25,OUT019,-432.25
FDK57,OUT018,1632.75
FDD33,OUT010,1722.0
FDR34,OUT027,5122.75
FDU04,OUT045,1898.25
FDE35,OUT019,-849.25
NCD31,OUT035,2722.5
FDJ56,OUT035,1726.75
NCU53,OUT046,2602.0
FDD39,OUT035,3544.5
NCU17,OUT019,-274.0
FDJ20,OUT046,2002.5
NCW41,OUT018,2208.0
FDL52,OUT035,846.75
FDS39,OUT035,2418.0
DRJ47,OUT045,2682.25
FDP13,OUT010,-1225.0
DRK39,OUT010,-584.0
FDF28,OUT010,157.0
FDB09,OUT045,1944.0
FDM51,OUT046,1668.5
DRM49,OUT018,485.75
DRF23,OUT013,2800.0
DRH01,OUT035,2859.75
FDH12,OUT027,3169.75
FDA28,OUT019,149.5
FDW37,OUT018,1166.25
FDF02,OUT046,1660.0
DRL37,OUT046,718.25
NCF43,OUT046,2239.0
FDH08,OUT010,1717.5
FDR34,OUT019,1793.75
NCK19,OUT049,3155.75
NCD55,OUT018,429.25
FDT27,OUT049,3834.0
FDQ57,OUT045,2292.25
FDA47,OUT035,2757.75
DRG15,OUT027,2469.5
FDE05,OUT018,2100.5
FDN46,OUT046,1645.25
FDX27,OUT027,2977.5
FDT51,OUT045,1768.25
FDU33,OUT013,809.5
FDJ16,OUT027,2418.75
FDD20,OUT019,86.0
FDT36,OUT049,663.25
DRF15,OUT027,3871.5
FDN52,OUT010,-479.5
FDC22,OUT027,4505.25
FDX15,OUT045,2460.0
FDT13,OUT013,3013.75
FDU04,OUT017,2068.25
FDU31,OUT019,1585.5
FDW59,OUT027,2858.75
NCO29,OUT046,2610.75
FDL15,OUT035,2576.75
FDI41,OUT049,2458.0
FDQ48,OUT049,1753.5
DRI39,OUT013,927.0
FDI08,OUT013,4031.5
FDC21,OUT049,1915.25
FDF58,OUT035,1190.5
FDS08,OUT010,917.75
FDE47,OUT045,1913.5
NCP18,OUT019,519.75
NCR41,OUT013,1584.25
FDA27,OUT013,4093.0
FDA43,OUT035,3224.0
FDA49,OUT045,1334.5
NCE55,OUT018,2547.25
DRM49,OUT027,2221.75
FDF22,OUT027,4844.75
FDQ15,OUT018,1047.5
NCS54,OUT017,2871.75
NCY05,OUT013,630.25
FDR45,OUT046,3799.0
FDK57,OUT049,2039.25
FDF41,OUT010,1970.0
FDV21,OUT046,2034.75
FDD51,OUT046,747.5
FDF33,OUT046,1781.0
FDA38,OUT046,3786.5
FDR56,OUT045,3067.5
NCN41,OUT017,2028.0
FDC60,OUT027,2904.5
FDB47,OUT045,3226.5
DRH01,OUT013,2789.5
FDW08,OUT046,1666.5
FDF38,OUT027,2171.5
FDY32,OUT017,2680.25
FDG34,OUT049,1910.75
FDG47,OUT019,2219.75
NCF18,OUT035,3118.25
FDL39,OUT019,1020.25
NCH55,OUT035,2141.0
DRJ35,OUT049,1105.75
FDS44,OUT035,3935.25
DRE01,OUT018,3485.25
FDY39,OUT013,3009.75
FDY32,OUT018,2283.25
FDR33,OUT027,3250.25
NCP50,OUT049,1399.75
FDZ47,OUT018,1349.0
FDU57,OUT049,2562.0
FDY44,OUT013,3167.5
DRH59,OUT018,916.75
FDB03,OUT027,5260.75
FDY46,OUT045,2900.25
FDM39,OUT045,2756.5
FDY36,OUT035,1385.25
NCM55,OUT035,3040.0
FDJ50,OUT010,-1015.5
DRL60,OUT013,2433.5
NCJ54,OUT049,3744.25
FDX59,OUT017,695.0
FDI07,OUT013,3248.25
DRF51,OUT010,-1314.0
FDM14,OUT017,1884.75
FDP21,OUT045,2972.25
FDE40,OUT035,1213.75
FDE05,OUT035,2542.0
FDM13,OUT027,3577.0
FDC34,OUT027,3957.75
NCI55,OUT018,1677.5
NCE43,OUT018,2369.0
FDW58,OUT018,1460.75
FDG60,OUT045,3638.5
FDV31,OUT017,2894.75
FDR47,OUT013,3102.5
FDM60,OUT019,-1160.75
NCF06,OUT018,3793.0
NCN26,OUT027,3322.5
FDQ59,OUT049,1535.25
FDF09,OUT046,648.25
NCS06,OUT017,4275.75
FDT44,OUT046,1880.0
FDI19,OUT017,3965.0
FDT22,OUT017,1081.5
NCF54,OUT027,4144.25
DRG25,OUT045,2881.25
FDB59,OUT017,3244.0
FDQ37,OUT017,3178.5
FDP56,OUT035,958.5
FDW44,OUT035,2929.75
FDJ26,OUT010,1516.75
FDU43,OUT018,3516.5
FDW33,OUT045,1615.0
NCX53,OUT027,3724.25
FDN56,OUT010,440.25
DRF15,OUT049,2514.75
FDO33,OUT017,1934.25
FDZ39,OUT010,-183.5
NCJ19,OUT017,975.25
FDU01,OUT035,3134.0
FDT12,OUT035,3740.5
NCM18,OUT018,713.25
FDP19,OUT017,2134.75
NCR42,OUT049,652.75
FDN10,OUT046,1910.75
FDG44,OUT017,1006.5
FDQ10,OUT046,2737.25
DRH13,OUT049,1795.5
FDT52,OUT013,3950.5
FDM56,OUT045,1710.75
NCO43,OUT010,-296.25
NCV29,OUT035,2953.25
NCF06,OUT013,4126.75
FDO50,OUT035,1619.25
FDT59,OUT013,3679.0
FDX40,OUT027,2070.25
FDE50,OUT017,3114.25
FDX51,OUT017,3283.25
NCD30,OUT018,1295.25
FDK15,OUT013,1644.5
FDL12,OUT045,966.0
FDK46,OUT017,4205.0
DRH49,OUT010,-606.25
FDQ57,OUT046,2358.5
FDY59,OUT017,1629.25
FDO09,OUT018,3876.5
NCG30,OUT035,2122.75
FDM09,OUT017,2823.0
NCN17,OUT027,3056.0
NCS42,OUT013,1461.25
FDD02,OUT019,-15.0
FDE34,OUT013,2916.0
FDU38,OUT045,2984.0
FDB33,OUT046,2522.25
NCJ29,OUT017,1495.0
FDZ27,OUT035,970.0
FDI40,OUT013,1665.5
FDG22,OUT013,724.5
FDT51,OUT017,1944.75
FDF20,OUT018,2881.5
FDV50,OUT035,2086.0
FDT02,OUT049,731.5
DRC49,OUT017,2397.0
FDF26,OUT049,2571.5
FDV52,OUT035,2106.25
FDX59,OUT049,710.25
FDV25,OUT035,3668.0
FDW23,OUT027,2105.0
FDE53,OUT018,1471.25
FDA19,OUT017,2192.5
FDH22,OUT046,2002.25
NCO41,OUT013,1597.75
FDX12,OUT017,3967.25
FDF17,OUT013,3164.5
FDS11,OUT045,3497.5
FDR51,OUT035,2549.25
FDT49,OUT010,-248.0
FDC56,OUT013,1946.25
FDR13,OUT027,3373.75
FDQ60,OUT035,2109.0
FDN38,OUT049,4063.0
NCL29,OUT013,2504.0
FDO13,OUT027,4062.75
FDE26,OUT018,2015.25
FDA31,OUT010,808.75
FDX14,OUT035,1372.5
FDA34,OUT045,2715.75
FDF26,OUT013,2522.5
FDE38,OUT045,2592.5
DRI11,OUT046,1820.75
FDQ60,OUT027,3381.5
FDL21,OUT027,2181.0
DRC12,OUT027,4487.75
FDC47,OUT046,3587.75
FDE57,OUT045,2179.75
FDT14,OUT045,1887.25
NCZ53,OUT046,2994.75
FDE28,OUT018,3386.0
FDR19,OUT035,2459.5
NCF54,OUT019,840.5
FDZ08,OUT046,1349.75
NCJ05,OUT018,2156.25
FDF59,OUT046,2034.75
NCO05,OUT035,1746.5
FDW24,OUT018,564.5
NCX42,OUT018,2360.5
NCA53,OUT035,942.75
FDI45,OUT019,925.0
FDG46,OUT046,1870.0
FDM20,OUT010,1940.25
FDW11,OUT010,-893.0
FDX08,OUT035,3005.0
NCK17,OUT035,817.0
FDK32,OUT018,2184.75
NCA42,OUT035,2670.25
DRI01,OUT035,2854.5
NCL55,OUT049,4099.25
DRE25,OUT018,1229.75
FDD14,OUT017,2981.0
FDB10,OUT046,3724.75
DRN11,OUT035,2415.5
FDP38,OUT018,586.0
NCA30,OUT017,3045.75
FDT15,OUT017,3084.75
NCP55,OUT018,657.0
FDF12,OUT035,2511.5
FDM21,OUT018,3765.0
FDX56,OUT035,3442.75
FDF10,OUT017,2437.0
FDT32,OUT045,2979.0
FDM51,OUT018,1412.25
NCR50,OUT018,2168.5
FDI19,OUT049,3930.5
FDX21,OUT017,1838.25
FDR31,OUT035,2514.5
FDY02,OUT013,4190.25
NCA29,OUT045,2638.0
NCX17,OUT046,3615.75
FDM12,OUT045,2989.75
FDI53,OUT027,4024.75
NCU30,OUT049,2705.25
FDC56,OUT027,3375.25
FDK27,OUT018,1715.5
NCK18,OUT017,2742.5
FDB52,OUT019,2182.25
DRG25,OUT027,4435.75
FDZ13,OUT049,981.5
FDB57,OUT019,1701.25
FDR40,OUT046,1404.75
NCO14,OUT019,-1157.5
NCN19,OUT045,2946.0
FDQ28,OUT019,613.25
FDO13,OUT018,2351.25
FDK48,OUT013,1314.5
FDU07,OUT018,2158.0
FDW20,OUT046,1993.5
FDV12,OUT010,-282.5
FDH24,OUT013,2560.25
FDV59,OUT049,3521.5
FDK57,OUT045,1857.0
FDL16,OUT027,2186.0
NCQ17,OUT046,2434.75
FDJ15,OUT018,2718.25
FDX24,OUT049,1633.75
FDT47,OUT046,1623.5
FDT10,OUT049,1143.25
FDZ37,OUT018,1205.5
FDW43,OUT027,5134.25
DRN36,OUT017,1635.0
FDJ14,OUT045,1292.75
FDA32,OUT013,3482.0
FDJ38,OUT019,1168.5
FDQ57,OUT017,2469.0
NCQ41,OUT019,1174.5
FDG56,OUT049,1128.5
DRC13,OUT027,3472.5
FDV55,OUT035,2452.5
FDQ49,OUT045,2496.5
FDE29,OUT010,-956.5
FDR03,OUT013,3351.25
FDD45,OUT049,1624.25
FDN38,OUT010,2056.75
FDT56,OUT046,987.75
FDT48,OUT045,3113.0
FDU03,OUT049,2999.5
FDC56,OUT010,-35.5
NCO43,OUT027,3031.25
FDQ27,OUT017,1797.25
FDR03,OUT046,3321.0
DRH23,OUT010,-1089.75
FDG22,OUT045,630.25
NCJ42,OUT013,1688.25
FDR24,OUT046,1508.0
FDW60,OUT035,3002.75
FDJ08,OUT013,3034.0
DRL59,OUT018,588.5
FDG60,OUT010,1758.75
FDW27,OUT017,2654.0
FDX14,OUT018,979.25
FDC20,OUT013,975.25
NCS29,OUT018,3856.75
FDJ56,OUT046,1588.25
FDB20,OUT019,-636.75
FDL28,OUT027,5109.0
FDW01,OUT018,2142.75
FDL03,OUT046,3182.75
FDX22,OUT049,3468.5
FDJ21,OUT035,2500.75
FDR31,OUT045,2337.75
FDG21,OUT035,2575.0
FDS22,OUT027,2227.25
FDK08,OUT035,1776.5
FDE17,OUT018,2183.75
NCN30,OUT017,1637.5
FDT50,OUT046,1604.25
NCX42,OUT049,2695.5
FDJ12,OUT035,3489.0
NCA18,OUT027,3311.25
FDP23,OUT019,1554.75
FDX12,OUT013,3904.0
FDN40,OUT018,2157.0
FDV48,OUT035,1463.0
NCY54,OUT013,2704.5
FDL16,OUT010,-1197.0
FDR45,OUT018,3528.5
FDJ52,OUT046,2582.25
DRG01,OUT017,1350.5
