Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
NCO43,5.5,Non-Edible,0.047364617,100.0016,OUT017,2,1,1,708.4112,6,Non-Consumable,0.9385429575111093,2
FDX15,17.2,0,0.156269303,159.6578,OUT035,2,1,1,3048.6982,9,Food,0.9988808339517945,6
FDS10,19.2,0,0.035185588,181.3318,OUT046,2,0,1,1443.4544,16,Food,0.9334840389485697,8
FDD46,6.035,0,0.247321039,152.3998,OUT019,2,0,0,153.7998,28,Food,1.5315371998509402,4
FDV22,14.85,2,0.009979271,155.763,OUT018,1,2,2,3129.26,4,Food,0.933419543589351,3
NCR29,7.565,Non-Edible,0.054863459,58.393,OUT018,1,2,2,509.337,4,Non-Consumable,0.9260469250459765,3
FDU34,18.25,0,0.075620262,123.8046,OUT017,2,1,1,3486.1288,6,Food,1.004720896357805,2
FDZ35,9.6,2,0.02236923,104.799,OUT018,1,2,2,1341.587,4,Food,0.9287671789423929,3
FDA26,7.855,2,0.073906461,218.4482,OUT035,2,1,1,4819.0604,9,Food,0.8589767690635713,6
FDP38,10.1,0,0.032283676,52.2008,OUT017,2,1,1,759.012,6,Food,0.8796766051383782,2
FDT22,10.395,0,0.11207602,58.022,OUT035,2,1,1,659.142,9,Food,0.922115522032836,6
FDA50,16.25,0,0.087668236,94.941,OUT017,2,1,1,1737.738,6,Food,0.8796766173449445,2
FDY10,17.6,0,0.049067877,115.6176,OUT046,2,0,1,2519.3872,16,Food,0.9222899129284564,8
FDC09,15.5,2,0.026355345,100.8332,OUT045,2,1,1,1537.998,11,Food,0.9239978384413208,7
FDT19,7.59,2,0.145631695,172.808,OUT018,1,2,2,2250.404,4,Food,0.8754594546263217,3
FDO34,17.7,0,0.029793955,167.2816,OUT027,1,2,3,5704.5744,28,Food,0.9251308029308501,5
NCV54,11.1,Non-Edible,0.033160417,119.6124,OUT049,1,0,1,2251.7356,14,Non-Consumable,0.8727897651625428,9
FDH57,10.895,0,0.035574413,131.4284,OUT027,1,2,3,5404.9644,28,Food,0.8704928707965635,5
FDA28,16.1,2,0.047801883,127.4362,OUT046,2,0,1,2265.0516,16,Food,0.8713653962619115,8
FDB05,5.155,0,0.083198341,246.0776,OUT046,2,0,1,990.7104,16,Food,0.9222899113881582,8
FDK45,11.65,0,0.059281315,111.586,OUT019,2,0,0,339.558,28,Food,1.6148105954721694,4
DRH01,17.5,0,0.171417316,173.0738,OUT019,2,0,0,347.5476,28,Drinks,1.6148105882346608,4
FDY52,6.365,0,0.007348286,62.8536,OUT046,2,0,1,796.2968,16,Food,0.8840187303622364,8
FDR48,11.65,0,0.1239852152,152.6024,OUT035,2,1,1,303.6048,9,Food,0.8333333333333334,6
FDY15,18.25,2,0.170795745,154.463,OUT035,2,1,1,2190.482,9,Food,0.9221155200514186,6
FDM51,11.8,2,0.025966531,102.2674,OUT049,1,0,1,2444.8176,14,Food,0.9330543714720304,9
FDR43,18.2,0,0.161489509,37.619,OUT046,2,0,1,366.19,16,Food,0.9296326033845524,8
FDW09,13.65,2,0.025899245,81.1302,OUT013,0,2,1,792.302,26,Food,0.928858987320761,1
FDV44,8.365,2,0.039906377,191.3188,OUT049,1,0,1,1713.7692,14,Food,1.0006230390475812,9
DRH37,17.6,0,0.072864869,165.2526,OUT019,2,0,0,822.263,28,Drinks,1.5315371999988263,4
FDZ47,20.7,2,0.079419755,99.8042,OUT049,1,0,1,1488.063,14,Food,0.9620431406622442,9
NCP43,17.75,Non-Edible,0.03050705,180.366,OUT046,2,0,1,2336.958,16,Non-Consumable,0.9222899214320038,8
FDL26,18.0,0,0.073490977,157.3972,OUT018,1,2,2,778.986,4,Food,0.9368264424253957,3
DRM35,9.695,0,0.070843019,177.7344,OUT017,2,1,1,1605.9096,6,Drinks,1.004720898489395,2
FDM39,6.42,0,0.053688479,178.3002,OUT018,1,2,2,2328.3026,4,Food,0.8782920698426122,3
DRD15,10.6,0,0.056911107,233.9642,OUT045,2,1,1,3717.8272,11,Drinks,0.8765027733542279,7
NCK06,5.03,Non-Edible,0.014472516,122.0756,OUT010,2,2,0,121.1756,15,Non-Consumable,1.556014377018178,0
FDV04,7.825,2,0.150319469,156.9288,OUT045,2,1,1,1571.288,11,Food,0.9315179236096337,7
FDG46,8.63,2,0.032750291,112.1518,OUT027,1,2,3,5351.0346,28,Food,0.8704928847195038,5
FDO19,17.7,2,0.016622448,50.2034,OUT049,1,0,1,1166.4816,14,Food,0.9351059313601153,9
NCN05,8.235,Non-Edible,0.014482153,182.295,OUT049,1,0,1,3661.9,14,Non-Consumable,1.000623033609009,9
DRA12,11.6,0,0.0349377926666666,141.6154,OUT045,2,1,1,3829.0158,11,Drinks,0.8181818181818169,7
FDJ02,17.2,2,0.025205909,149.1418,OUT049,1,0,1,1177.1344,14,Food,0.8727897733711072,9
NCK17,11.0,Non-Edible,0.037971697,38.948,OUT045,2,1,1,519.324,11,Non-Consumable,0.9409271938787189,7
FDO58,19.6,0,0.039544237,163.6526,OUT013,0,2,1,1151.1682,26,Food,0.9215224014182581,1
FDB22,8.02,0,0.111613921,152.6998,OUT049,1,0,1,3383.5956,14,Food,0.9349353548111342,9
FDG33,5.365,2,0.140524691,172.7764,OUT045,2,1,1,2233.0932,11,Food,0.8765027665179559,7
FDK58,11.35,2,0.045073782,101.9016,OUT045,2,1,1,2631.2416,11,Food,0.951029389367939,7
DRH49,19.7,0,0.043168763,82.8592,OUT019,2,0,0,165.1184,28,Drinks,1.5464441109837586,4
FDT43,16.35,0,0.020547951,51.2324,OUT046,2,0,1,571.2564,16,Food,0.874728808625589,8
NCR38,17.25,Non-Edible,0.113694957,253.4724,OUT049,1,0,1,6040.1376,14,Non-Consumable,0.9237238311335515,9
DRI39,13.8,0,0.097043739,57.493,OUT035,2,1,1,1358.232,9,Drinks,0.9294568188686223,6
NCZ05,8.485,Non-Edible,0.058121214,104.499,OUT035,2,1,1,1238.388,9,Non-Consumable,0.9221155123978501,6
FDU21,11.8,2,0.07665661,32.3558,OUT013,0,2,1,169.779,26,Food,0.8740008635797722,1
NCP54,15.35,Non-Edible,0.035204319,122.873,OUT049,1,0,1,2832.979,14,Non-Consumable,1.0006230423649587,9
NCX29,10.0,Non-Edible,0.089333332,145.6102,OUT045,2,1,1,2624.5836,11,Non-Consumable,0.876502763888471,7
FDV01,19.2,2,0.0801194419,153.3314,OUT017,2,1,1,3257.7594,6,Food,0.8333333333333333,2
NCS17,18.6,Non-Edible,0.080956792,95.2436,OUT017,2,1,1,1796.3284,6,Non-Consumable,1.0047208969267774,2
NCN07,18.5,Non-Edible,0.03391645,130.9284,OUT013,0,2,1,1713.7692,26,Non-Consumable,0.8740008663203467,1
FDB14,20.25,2,0.102704495,94.312,OUT035,2,1,1,2982.784,9,Food,0.9388452709979295,6
NCJ18,12.35,Non-Edible,0.163910938,119.2124,OUT035,2,1,1,1303.6364,9,Non-Consumable,0.8745633918916879,6
FDF57,14.5,2,0.058827383,172.2448,OUT046,2,0,1,2897.5616,16,Food,0.924814945423451,8
DRG01,14.8,0,0.044840933,78.367,OUT013,0,2,1,918.804,26,Drinks,0.9242293490602307,1
FDA02,14.0,2,0.029843736,143.9786,OUT018,1,2,2,866.8716,4,Food,0.8782920509413542,3
DRJ37,10.8,0,0.061446997,150.4024,OUT017,2,1,1,2884.2456,6,Drinks,1.004720892197003,2
NCP55,14.65,Non-Edible,0.011180713,53.8614,OUT013,0,2,1,221.0456,26,Non-Consumable,0.9506639460841741,1
FDW45,18.0,0,0.038822077,147.7418,OUT027,1,2,3,1618.5598,28,Food,0.9251308085312355,5
FDK38,6.65,0,0.053397989,149.3734,OUT045,2,1,1,296.9468,11,Food,0.9409271937701822,7
NCZ30,6.59,Non-Edible,0.043828293,121.4098,OUT010,2,2,0,241.0196,15,Non-Consumable,1.4593946895313807,0
FDK08,9.195,2,0.214139786,102.4016,OUT019,2,0,0,202.4032,28,Food,1.526597782914763,4
DRY23,9.395,2,0.109075742,42.9112,OUT035,2,1,1,426.112,9,Drinks,0.9221155216137401,6
FDT31,19.75,0,0.012448294,188.2872,OUT046,2,0,1,2647.2208,16,Food,0.8747287582745572,8
FDU52,7.56,0,0.064030636,154.463,OUT018,1,2,2,2503.408,4,Food,0.9354009401166988,3
NCG19,20.25,Non-Edible,0.14781046,234.8616,OUT013,0,2,1,2812.3392,26,Non-Consumable,0.9982383479636955,1
NCR30,20.6,Non-Edible,0.071136948,76.3696,OUT045,2,1,1,372.848,11,Non-Consumable,0.8732022023722039,7
FDN23,6.575,2,0.07566089,145.4444,OUT045,2,1,1,2612.5992,11,Food,1.0010958933726066,7
FDQ01,19.7,2,0.16102755,254.1014,OUT045,2,1,1,4845.0266,11,Food,1.0010958920013842,7
FDO22,13.5,2,0.029893094,81.096,OUT010,2,2,0,159.792,15,Food,1.5495210655487737,0
DRE13,6.28,0,0.027761289,85.8198,OUT045,2,1,1,872.198,11,Drinks,0.876502768575084,7
FDL44,18.25,0,0.012272797,160.2894,OUT035,2,1,1,3235.788,9,Food,0.922115510241598,6
FDT34,9.3,0,0.174317307,106.7964,OUT035,2,1,1,841.5712,9,Food,0.8712006380277467,6
DRM23,16.6,0,0.135707553,170.6422,OUT035,2,1,1,1379.5376,9,Drinks,0.9323495018880867,6
FDF32,16.35,0,0.068219025,198.9426,OUT045,2,1,1,3559.3668,11,Food,0.961105414174603,7
NCE18,10.0,Non-Edible,0.021468792,251.675,OUT045,2,1,1,4244.475,11,Non-Consumable,1.0170768264110832,7
FDA51,8.05,2,0.163882129,113.2518,OUT027,1,2,3,3415.554,28,Food,0.9942317102112175,5
DRZ24,7.535,0,0.082250143,118.344,OUT017,2,1,1,3115.944,6,Drinks,0.9175602968875914,2
FDT48,4.92,0,0.046026479,196.5084,OUT049,1,0,1,3769.7596,14,Food,1.0661074521143814,9
DRG11,6.385,0,0.0808689606666666,108.9596,OUT046,2,0,1,1186.4556,16,Drinks,0.8999999999999994,8
FDE58,18.5,0,0.052149675,118.3124,OUT049,1,0,1,1540.6612,14,Food,1.067144947710707,9
DRA12,11.6,0,0.040911824,142.3154,OUT013,0,2,1,2552.6772,26,Drinks,0.9580831526712522,1
FDP60,17.35,0,0.056235142,102.0016,OUT017,2,1,1,1619.2256,6,Food,1.0712216887841808,2
FDT10,16.7,2,0.062170334,60.9562,OUT045,2,1,1,829.5868,11,Food,0.9315179278030288,7
FDE05,10.895,2,0.032427039,147.7102,OUT013,0,2,1,1166.4816,26,Food,0.9324873964799671,1
FDC32,18.35,0,0.099309997,91.4462,OUT045,2,1,1,1665.8316,11,Food,0.8765027654047011,7
FDJ22,18.75,0,0.05310896,193.6504,OUT017,2,1,1,2876.256,6,Food,0.927506758348951,2
NCH18,9.3,Non-Edible,0.044843161,246.1802,OUT018,1,2,2,2702.4822,4,Non-Consumable,0.8782920662534713,3
DRE37,13.5,0,0.164966345,189.4872,OUT019,2,0,0,189.0872,28,Drinks,1.6192315973657487,4
DRC13,8.26,2,0.032435437,124.873,OUT035,2,1,1,2956.152,9,Drinks,1.01489496255622,6
FDG47,12.8,0,0.06961884,260.3252,OUT046,2,0,1,8132.0812,16,Food,0.8747287882515037,8
FDY55,16.75,0,0.08165147,258.3988,OUT018,1,2,2,1541.9928,4,Food,1.1272734595534672,3
NCW29,14.0,Non-Edible,0.028723187,131.831,OUT027,1,2,3,3635.268,28,Non-Consumable,0.8704928754154211,5
NCT05,10.895,Non-Edible,0.020994339,255.6672,OUT045,2,1,1,4346.3424,11,Non-Consumable,1.0010958756746167,7
FDN50,16.85,2,0.026561057,93.712,OUT049,1,0,1,466.06,14,Food,0.9330543606196168,9
FDU60,20.0,2,0.100262068,169.6132,OUT010,2,2,0,169.1132,15,Food,1.5627459597211621,0
FDX02,16.0,0,0.057012606,225.0404,OUT013,0,2,1,5851.0504,26,Food,0.9982383478700619,1
FDL34,16.0,0,0.041009558,141.2496,OUT049,1,0,1,2681.8424,14,Food,1.0006230385134804,9
DRF27,8.93,0,0.028578012,152.234,OUT017,2,1,1,3828.35,6,Drinks,0.9275067729617259,2
FDZ35,9.6,2,0.0216763764444444,101.699,OUT049,1,0,1,2373.577,14,Food,0.8999999999999982,9
DRF03,19.1,0,0.045088724,39.7138,OUT027,1,2,3,1096.5726,28,Drinks,0.9251308156969557,5
NCO41,12.5,Non-Edible,0.018757586,96.9384,OUT027,1,2,3,2167.8448,28,Non-Consumable,0.9251308326582655,5
FDQ59,9.8,2,0.056500895,85.8908,OUT045,2,1,1,1845.5976,11,Food,1.0161489595339863,7
NCZ53,9.6,Non-Edible,0.024576875,186.6214,OUT018,1,2,2,1884.214,4,Non-Consumable,0.9334195208282832,3
FDZ33,10.195,0,0.188038372,146.4076,OUT019,2,0,0,147.8076,28,Food,1.6311218070471902,4
FDD34,7.945,0,0.015908485,161.421,OUT045,2,1,1,3425.541,11,Food,1.0010959063887446,7
NCM06,7.475,Non-Edible,0.075845634,156.0656,OUT049,1,0,1,1853.5872,14,Non-Consumable,0.9310779358456853,9
FDY43,14.85,0,0.098803088,169.7474,OUT018,1,2,2,673.7896,4,Food,1.018223328996002,3
DRM23,16.6,0,0.227189581,173.9422,OUT010,2,2,0,172.4422,15,Drinks,1.5608570635675165,0
FDT20,10.5,0,0.041459804,39.2164,OUT049,1,0,1,540.6296,14,Food,0.9310779315638417,9
FDG46,8.63,2,0.032882271,113.5518,OUT013,0,2,1,2732.4432,26,Food,0.8740008734248645,1
FDH10,21.0,0,0.049583899,193.8478,OUT017,2,1,1,1162.4868,6,Food,0.8796766186916146,2
FDF24,15.5,2,0.02536567,82.7934,OUT035,2,1,1,1228.401,9,Food,0.9294568062985497,6
FDG57,14.7,0,0.07229836,48.2034,OUT046,2,0,1,874.8612,16,Food,0.929632606046452,8
FDN44,13.15,0,0.022924552,157.892,OUT017,2,1,1,1917.504,6,Food,1.0047208834401786,2
FDD32,17.7,2,0.040897932,82.6276,OUT013,0,2,1,731.0484,26,Food,0.8581777838859341,1
FDI04,13.65,2,0.127660257,198.5426,OUT019,2,0,0,790.9704,28,Food,1.5315371978876202,4
FDA56,9.21,0,0.008764786,123.1414,OUT046,2,0,1,4264.449,16,Food,0.9296326282868665,8
DRG51,12.1,0,0.011604894,166.0526,OUT017,2,1,1,1480.0734,6,Drinks,0.9348909567224106,2
FDZ04,9.31,0,0.038169783,64.551,OUT017,2,1,1,1581.275,6,Food,0.9348909736564798,2
FDT13,14.85,0,0.018568129,188.2214,OUT035,2,1,1,3014.7424,9,Food,0.9314298045483332,6
FDY56,16.35,2,0.062109174,223.7062,OUT027,1,2,3,4965.5364,28,Food,0.8704928735090097,5
FDB51,6.92,0,0.038671588,64.2852,OUT017,2,1,1,438.0964,6,Food,1.0047208900863984,2
NCY29,13.65,Non-Edible,0.077169841,55.593,OUT013,0,2,1,282.965,26,Non-Consumable,0.8740008669807467,1
FDL34,16.0,0,0.041028937,142.6496,OUT045,2,1,1,1834.9448,11,Food,1.0010958813045037,7
NCQ38,16.35,Non-Edible,0.013387211,105.628,OUT049,1,0,1,1065.28,14,Non-Consumable,0.9237238378588339,9
NCR41,17.85,Non-Edible,0.017936715,93.7094,OUT027,1,2,3,4189.2136,28,Non-Consumable,1.0097590587980672,5
FDY24,4.88,2,0.223440258,52.2298,OUT010,2,2,0,161.7894,15,Food,1.4790968722773246,0
NCA42,6.965,Non-Edible,0.0243616098888888,159.6604,OUT045,2,1,1,3327.6684,11,Non-Consumable,0.8181818181818157,7
FDB11,16.0,0,0.060942632,225.6404,OUT049,1,0,1,2925.5252,14,Food,0.9310779337495413,9
FDG26,18.85,0,0.042641788,257.833,OUT035,2,1,1,5382.993,9,Food,0.9221155159022143,6
FDH24,20.7,0,0.021427082,156.5288,OUT035,2,1,1,1571.288,9,Food,0.9221155399277756,6
FDX44,9.3,0,0.042930789,88.5172,OUT013,0,2,1,1427.4752,26,Food,0.9215224140555722,1
FDT52,9.695,2,0.047697859,244.6144,OUT017,2,1,1,2695.1584,6,Food,0.9275067686942541,2
FDT04,17.25,0,0.10764721,39.3822,OUT017,2,1,1,314.2576,6,Food,0.9573034396009203,2
FDO58,19.6,0,0.039577173,166.1526,OUT046,2,0,1,2960.1468,16,Food,0.9222899282215471,8
FDR60,14.3,0,0.130415118,75.9328,OUT046,2,0,1,1158.492,16,Food,0.9990697490455158,8
NCL54,12.6,Non-Edible,0.082921642,175.2054,OUT045,2,1,1,3502.108,11,Non-Consumable,1.0682289549301989,7
FDW50,13.1,0,0.075515154,167.2158,OUT013,0,2,1,3008.0844,26,Food,0.9215224119322921,1
FDK43,9.8,0,0.046994717,125.802,OUT019,2,0,0,253.004,28,Food,1.614810604183448,4
FDQ32,17.85,2,0.04679836,123.8388,OUT018,1,2,2,866.8716,4,Food,0.9260469284525976,3
FDE29,8.905,0,0.143129124,58.8878,OUT046,2,0,1,1151.1682,16,Food,0.9296326021364001,8
NCN07,18.5,Non-Edible,0.034013539,133.2284,OUT045,2,1,1,2768.3964,11,Non-Consumable,0.876502775279279,7
FDB37,20.25,2,0.022921735,240.7538,OUT013,0,2,1,3364.9532,26,Food,1.0145384272248186,1
FDD21,10.3,2,0.030616757,112.7176,OUT049,1,0,1,343.5528,14,Food,1.0678579263908614,9
FDX16,17.85,0,0.06575528,151.505,OUT013,0,2,1,2546.685,26,Food,0.9327072177903577,1
FDN46,7.21,2,0.144856342,100.5332,OUT049,1,0,1,1127.8652,14,Food,0.9351059333515741,9
FDV28,16.1,2,0.267352587,34.9558,OUT010,2,2,0,67.9116,15,Food,1.4799399560286621,0
FDR48,11.65,0,0.130867413,150.8024,OUT027,1,2,3,4402.2696,28,Food,0.8795901779424422,5
FDW37,19.2,0,0.123449671,89.7488,OUT027,1,2,3,1901.5248,28,Food,1.0097590444032296,5
FDV40,17.35,0,0.014689006,74.5038,OUT035,2,1,1,739.038,9,Food,0.9585718568811145,6
FDZ57,10.0,2,0.037918142,129.6994,OUT018,1,2,2,1413.4934,4,Food,0.937014644384066,3
FDY46,18.6,0,0.047964395,185.0898,OUT049,1,0,1,2993.4368,14,Food,1.0006230346875649,9
FDX45,16.75,0,0.105018817,155.263,OUT049,1,0,1,1721.093,14,Food,0.9262727891123707,9
FDB33,17.75,0,0.014577412,160.7262,OUT035,2,1,1,2864.2716,9,Food,0.8630253664715061,6
FDT58,9.0,0,0.143870574,169.4816,OUT010,2,2,0,503.3448,15,Food,1.556014398563364,0
FDM39,6.42,0,0.053553794,178.6002,OUT049,1,0,1,3582.004,14,Food,0.8760887523035411,9
NCY41,16.75,Non-Edible,0.075889215,37.6532,OUT045,2,1,1,575.2512,11,Non-Consumable,0.8765027633048929,7
NCL31,7.39,Non-Edible,0.120280989,142.747,OUT046,2,0,1,3149.234,16,Non-Consumable,0.9222899169586536,8
NCJ31,19.2,Non-Edible,0.182653772,243.0196,OUT046,2,0,1,3374.2744,16,Non-Consumable,0.9296326011410475,8
FDO23,17.85,0,0.25637539,94.8436,OUT019,2,0,0,567.2616,28,Food,1.6196415902077588,4
FDN56,5.46,2,0.107036943,144.2786,OUT035,2,1,1,288.9572,9,Food,0.8745633905179038,6
FDF04,17.5,0,0.0132721068888888,258.3304,OUT013,0,2,1,3358.2952,26,Food,0.8999999999999946,1
FDJ44,12.3,2,0.106238768,176.1396,OUT013,0,2,1,3663.2316,26,Food,0.9288589848662445,1
FDS50,17.0,0,0.055545797,220.5114,OUT045,2,1,1,5321.0736,11,Food,1.0010958841831856,7
NCQ41,14.8,Non-Edible,0.019386057,194.5794,OUT027,1,2,3,3511.4292,28,Non-Consumable,0.9549646157156602,5
FDA49,19.7,0,0.064921764,88.1198,OUT046,2,0,1,1744.396,16,Food,0.8747287900749351,8
NCZ06,19.6,Non-Edible,0.094694278,254.9698,OUT017,2,1,1,2536.698,6,Non-Consumable,0.9275067594030821,2
NCM43,14.5,Non-Edible,0.019554705,162.421,OUT018,1,2,2,1957.452,4,Non-Consumable,0.8782920628049697,3
FDH19,19.35,0,0.033060937,172.4738,OUT013,0,2,1,1911.5118,26,Food,0.9215224214058717,1
FDS15,9.195,2,0.078181964,106.7596,OUT049,1,0,1,4098.6648,14,Food,0.8760887600263699,9
FDO50,16.25,0,0.0672997223333333,90.2804,OUT018,1,2,2,1653.8472,4,Food,0.8181818181818178,3
FDJ20,20.7,2,0.100583009,123.5388,OUT018,1,2,2,1981.4208,4,Food,0.8782920667442917,3
NCI31,20.0,Non-Edible,0.136124989,38.319,OUT010,2,2,0,146.476,15,Non-Consumable,1.458603385177457,0
FDU20,19.35,2,0.021353642,122.1098,OUT027,1,2,3,3374.2744,28,Food,0.8704928994508853,5
DRK13,11.8,0,0.115167579,199.8084,OUT046,2,0,1,2380.9008,16,Drinks,0.8747287903033923,8
DRJ24,11.8,0,0.113559058,184.2924,OUT045,2,1,1,1850.924,11,Drinks,0.8765027633707765,7
FDI20,19.1,0,0.038641968,212.1586,OUT045,2,1,1,5909.6408,11,Food,0.8765027633268418,7
FDF10,15.5,2,0.157246634,145.6418,OUT045,2,1,1,2207.127,11,Food,1.017442631390399,7
FDQ45,9.5,2,0.010917052,185.3608,OUT046,2,0,1,2021.3688,16,Food,0.9516966018586771,8
FDQ10,12.85,0,0.033172957,172.0422,OUT035,2,1,1,5345.7082,9,Food,0.9221155153721345,6
FDM36,11.65,2,0.058719726,171.1422,OUT035,2,1,1,2931.5174,9,Food,0.9221155271463736,6
FDN12,15.6,0,0.0781947342222222,111.8544,OUT018,1,2,2,1454.1072,4,Food,0.8999999999999998,3
FDD50,18.85,0,0.141524348,168.4132,OUT013,0,2,1,2874.9244,26,Food,0.9982383498305205,1
FDG17,6.865,2,0.035895934,244.4486,OUT049,1,0,1,6353.0636,14,Food,0.9237238246995617,9
FDY58,11.65,0,0.039980644,227.3694,OUT049,1,0,1,4567.388,14,Food,0.8760887599565675,9
NCK29,5.615,Non-Edible,0.0966671574,123.473,OUT019,2,0,0,369.519,28,Non-Consumable,0.7692307692307692,4
FDM32,20.5,0,0.0183326384444444,90.883,OUT010,2,2,0,89.883,15,Food,0.8999999999999979,0
FDL46,20.35,0,0.054056927,116.8466,OUT046,2,0,1,2356.932,16,Food,0.8715648012846281,8
FDC51,10.895,2,0.009636821,121.873,OUT049,1,0,1,2463.46,14,Food,0.9339756887354665,9
FDF16,7.3,0,0.086266286,147.2076,OUT049,1,0,1,1921.4988,14,Food,0.8760887652598965,9
NCV54,11.1,Non-Edible,0.033081389,116.5124,OUT013,0,2,1,1066.6116,26,Non-Consumable,0.8707097301146945,1
FDE35,7.06,2,0.043989429,60.2904,OUT045,2,1,1,644.4944,11,Food,0.8852259479555152,7
FDA23,9.8,0,0.047178116,99.4016,OUT035,2,1,1,2428.8384,9,Food,0.9294568274196695,6
FDI46,9.5,0,0.074496043,251.9724,OUT045,2,1,1,2516.724,11,Food,1.001771506573191,7
FDZ21,17.6,2,0.039189221,97.341,OUT013,0,2,1,965.41,26,Food,0.9288589924360285,1
DRK13,11.8,0,0.115819014,198.3084,OUT017,2,1,1,4563.3932,6,Drinks,0.8796766146343291,2
FDX36,9.695,2,0.129008866,226.9404,OUT017,2,1,1,2700.4848,6,Food,0.8796766171503976,2
FDY22,16.5,2,0.160371305,143.9128,OUT018,1,2,2,1581.9408,4,Food,0.8751151900080033,3
FDR32,6.78,2,0.085392428,226.7694,OUT027,1,2,3,6165.9738,28,Food,0.9447208339146204,5
DRF25,9.0,0,0.038925251,34.919,OUT046,2,0,1,476.047,16,Drinks,0.9222899056097752,8
FDK20,12.6,2,0.041557653,124.5072,OUT046,2,0,1,2450.144,16,Food,0.9485125538914901,8
DRI11,8.26,0,0.060237465,115.9834,OUT019,2,0,0,345.5502,28,Drinks,1.5315372035957977,4
FDH05,14.35,2,0.091098018,233.5984,OUT045,2,1,1,1853.5872,11,Food,0.9315179270690874,7
FDA46,13.6,0,0.117874024,193.6136,OUT045,2,1,1,4471.5128,11,Food,0.931517924773917,7
DRD24,13.85,0,0.030795085,143.3154,OUT046,2,0,1,1985.4156,16,Drinks,0.8747287996696066,8
FDL39,16.1,2,0.063689583,181.9318,OUT017,2,1,1,5954.2494,6,Food,0.8796766188683347,2
FDD52,18.25,2,0.184041545,110.157,OUT018,1,2,2,1867.569,4,Food,1.0031395342576133,3
FDR55,12.15,2,0.13283066,190.6872,OUT017,2,1,1,2269.0464,6,Food,1.0047208949493855,2
DRI13,15.35,0,0.020441939,216.4508,OUT017,2,1,1,5426.27,6,Drinks,1.0047208739205413,2
FDG31,12.15,0,0.037712875,64.4826,OUT027,1,2,3,2518.7214,28,Food,0.8672149466094531,5
FDP04,15.35,0,0.013840784,65.2168,OUT045,2,1,1,958.752,11,Food,0.9241603222282005,7
FDH35,18.25,0,0.060198496,162.9526,OUT013,0,2,1,1151.1682,26,Food,0.9324873954528856,1
NCB42,11.8,Non-Edible,0.008559557,117.2492,OUT035,2,1,1,2432.8332,9,Non-Consumable,0.9988807813472466,6
FDQ14,9.27,0,0.061883353,147.905,OUT049,1,0,1,1647.855,14,Food,0.8760887575417149,9
FDI19,15.1,0,0.052085615,242.8512,OUT027,1,2,3,5816.4288,28,Food,0.9220252848934224,5
FDJ55,12.8,2,0.039385992,224.8404,OUT010,2,2,0,1575.2828,15,Food,1.556014403107229,0
DRN59,15.0,0,0.064241345,45.206,OUT049,1,0,1,792.302,14,Drinks,1.0162501898397058,9
NCR06,12.5,Non-Edible,0.006759519,42.8112,OUT013,0,2,1,639.168,26,Non-Consumable,0.998238301533206,1
NCF42,17.35,Non-Edible,0.167243769,176.2712,OUT013,0,2,1,2988.1104,26,Non-Consumable,0.8740008635826516,1
FDG24,7.975,0,0.01469075,84.725,OUT018,1,2,2,1747.725,4,Food,1.0031395418520381,3
FDB58,10.5,2,0.013551445,142.0154,OUT018,1,2,2,2410.8618,4,Food,0.878292057965087,3
FDQ56,6.59,0,0.105085956,82.3908,OUT027,1,2,3,3691.1952,28,Food,0.9251308177648111,5
NCV41,14.35,Non-Edible,0.017038777,112.5228,OUT046,2,0,1,1989.4104,16,Non-Consumable,0.8747287934337036,8
FDW19,12.35,2,0.038718195,110.657,OUT017,2,1,1,2087.283,6,Food,0.8796766090782733,2
FDO56,10.195,2,0.075291577,119.1808,OUT010,2,2,0,351.5424,15,Food,1.4641166658708085,0
FDI41,18.5,2,0.0649345089,148.7418,OUT045,2,1,1,2501.4106,11,Food,0.9090909090909091,7
FDN10,11.5,0,0.0448643493333333,119.5124,OUT018,1,2,2,829.5868,4,Food,0.8999999999999994,3
FDY20,12.5,2,0.082085787,92.2488,OUT018,1,2,2,1358.232,4,Food,0.926046941142845,3
DRM37,15.35,0,0.095931002,198.5768,OUT027,1,2,3,6897.688,28,Drinks,0.8673442128733312,5
FDV34,10.695,2,0.011448629,72.9038,OUT045,2,1,1,1034.6532,11,Food,0.93151790319239,7
NCX18,14.15,Non-Edible,0.00879232,195.011,OUT035,2,1,1,1964.11,9,Non-Consumable,0.8834848806451145,6
FDY10,17.6,0,0.049167388,114.9176,OUT045,2,1,1,1946.7992,11,Food,0.9241603421611176,7
NCZ17,12.15,Non-Edible,0.079046992,39.8506,OUT027,1,2,3,1480.0734,28,Non-Consumable,0.9291330855604997,5
FDT12,6.215,2,0.049580407,227.4062,OUT013,0,2,1,5191.2426,26,Food,0.9382413966345583,1
FDD57,18.1,0,0.022399592,96.0094,OUT046,2,0,1,1808.9786,16,Food,0.9296325953127329,8
FDK45,11.65,0,0.033926852,111.586,OUT045,2,1,1,3395.58,11,Food,0.924160337546766,7
