Item_Identifier,Outlet_Identifier,Predicted
OUT049,OUT049,1555.5684619999997
OUT018,OUT018,3048.6715680000016
OUT049,OUT049,1145.9949340000003
OUT018,OUT018,3463.331808000001
OUT046,OUT046,2613.018654000001
OUT010,OUT010,84.86286800000002
OUT019,OUT019,481.42000600000034
OUT017,OUT017,2865.1504560000008
OUT018,OUT018,2865.516646
OUT017,OUT017,2736.145048000001
OUT046,OUT046,2249.618356000001
OUT027,OUT027,3713.4129459999995
OUT027,OUT027,1562.8989200000017
OUT013,OUT013,1741.9458560000003
OUT035,OUT035,1233.2480239999993
OUT045,OUT045,606.4039819999998
OUT018,OUT018,2944.0877039999996
OUT010,OUT010,606.2974539999999
OUT046,OUT046,1330.9941219999994
OUT018,OUT018,2505.0658420000004
OUT035,OUT035,611.8901739999998
OUT045,OUT045,1914.6676919999995
OUT017,OUT017,2142.4045820000015
OUT018,OUT018,3254.2706079999984
OUT018,OUT018,676.892228
OUT017,OUT017,5277.463700000004
OUT049,OUT049,1778.1121119999998
OUT018,OUT018,1161.9608179999996
OUT017,OUT017,3933.6462700000034
OUT013,OUT013,768.6128360000006
OUT018,OUT018,2855.8825199999987
OUT010,OUT010,598.4743039999998
OUT045,OUT045,1224.3196459999997
OUT017,OUT017,3359.906435999998
OUT018,OUT018,2669.505126
OUT019,OUT019,379.84555800000004
OUT045,OUT045,1446.6768720000005
OUT017,OUT017,4182.3558600000015
OUT049,OUT049,1898.0160339999993
OUT046,OUT046,3504.0721100000005
OUT049,OUT049,3144.892984000003
OUT046,OUT046,2175.5148160000012
OUT046,OUT046,1919.1884739999996
OUT049,OUT049,2902.5417840000005
OUT049,OUT049,1356.5608419999996
OUT049,OUT049,1285.093869999999
OUT046,OUT046,2174.8223840000005
OUT049,OUT049,2683.8997220000015
OUT017,OUT017,2506.097832
OUT017,OUT017,3844.495649999999
OUT045,OUT045,2427.9861760000013
OUT013,OUT013,3850.9738839999995
OUT010,OUT010,74.99571200000004
OUT035,OUT035,4526.84078
OUT010,OUT010,307.1468560000001
OUT018,OUT018,1900.1865419999992
OUT019,OUT019,472.40507400000024
OUT035,OUT035,1508.0170260000004
OUT035,OUT035,2330.3665800000003
OUT035,OUT035,3161.125188000001
OUT046,OUT046,636.8177259999997
OUT018,OUT018,790.9104779999997
OUT013,OUT013,1381.5749480000002
OUT010,OUT010,129.15854199999998
OUT045,OUT045,3611.6254419999996
OUT046,OUT046,1670.5720959999994
OUT013,OUT013,2062.2156300000006
OUT027,OUT027,2805.574672000001
OUT045,OUT045,3204.4421360000006
OUT045,OUT045,2126.491962
OUT049,OUT049,2253.3534940000004
OUT018,OUT018,830.6187900000001
OUT027,OUT027,3671.108014
OUT019,OUT019,477.53839200000044
OUT018,OUT018,348.29995399999984
OUT046,OUT046,821.3908019999996
OUT013,OUT013,2215.9022440000003
OUT010,OUT010,516.7007480000001
OUT018,OUT018,1401.6621340000002
OUT045,OUT045,805.6180000000007
OUT018,OUT018,1740.6142559999996
OUT018,OUT018,2583.8432980000002
OUT027,OUT027,2760.3735099999985
OUT035,OUT035,4098.498350000003
OUT027,OUT027,5611.215924
OUT049,OUT049,1880.598706000001
OUT017,OUT017,769.9577519999999
OUT018,OUT018,3903.9649059999983
OUT035,OUT035,1860.6579959999997
OUT017,OUT017,3389.9007260000008
OUT019,OUT019,301.12136599999985
OUT017,OUT017,3325.1716499999993
OUT049,OUT049,2045.623893999999
OUT027,OUT027,5696.065475999997
OUT045,OUT045,1799.8637979999996
OUT035,OUT035,1362.6063060000001
OUT013,OUT013,1676.2979760000005
OUT010,OUT010,448.16329599999995
OUT027,OUT027,6042.5278219999955
OUT045,OUT045,2645.629538000002
OUT035,OUT035,2155.900348000001
OUT013,OUT013,4656.7982820000025
OUT049,OUT049,2004.910224
OUT019,OUT019,415.2528020000001
OUT017,OUT017,970.7097680000003
OUT049,OUT049,2412.6528019999996
OUT035,OUT035,2700.9242280000008
OUT010,OUT010,132.00816600000005
OUT018,OUT018,1217.7149100000004
OUT049,OUT049,1281.9180039999999
OUT049,OUT049,692.0658099999999
OUT017,OUT017,702.691978
OUT035,OUT035,1426.616318
OUT027,OUT027,6203.092149999996
OUT027,OUT027,3169.6274539999995
OUT018,OUT018,1636.1835260000005
OUT027,OUT027,5807.700161999999
OUT018,OUT018,3532.248766
OUT027,OUT027,2917.229332000001
OUT019,OUT019,525.2096720000002
OUT019,OUT019,344.80450399999995
OUT049,OUT049,2937.7359720000004
OUT045,OUT045,842.090524
OUT045,OUT045,1400.4969839999999
OUT013,OUT013,1633.1008719999995
OUT013,OUT013,3191.6854080000003
OUT045,OUT045,1128.1248619999997
OUT017,OUT017,3995.585644000002
OUT027,OUT027,2768.802537999998
OUT046,OUT046,1691.5980599999998
OUT049,OUT049,1106.6261800000009
OUT018,OUT018,1725.500596
OUT018,OUT018,436.9711980000003
OUT035,OUT035,2185.9079540000002
OUT045,OUT045,2120.832661999999
OUT019,OUT019,355.90338999999994
OUT017,OUT017,3813.0366
OUT027,OUT027,2381.792971999999
OUT013,OUT013,2117.483688
OUT013,OUT013,1096.9254739999994
OUT049,OUT049,2699.0000660000014
OUT017,OUT017,693.1044580000002
OUT035,OUT035,2952.9495020000004
OUT010,OUT010,132.84707400000002
OUT046,OUT046,3263.28554
OUT046,OUT046,1930.493758000001
OUT046,OUT046,2426.0486980000005
OUT017,OUT017,3224.522664
OUT010,OUT010,676.9055439999996
OUT049,OUT049,2245.0443099999993
OUT027,OUT027,6323.215786
OUT049,OUT049,1534.1430180000002
OUT027,OUT027,2352.3845859999997
OUT013,OUT013,1723.3766940000007
OUT013,OUT013,2654.071882000001
OUT018,OUT018,2214.670513999999
OUT046,OUT046,669.1290000000002
OUT046,OUT046,1778.398406
OUT027,OUT027,2167.9446700000017
OUT013,OUT013,3995.059662
OUT049,OUT049,1615.457172000001
OUT018,OUT018,2125.719634000001
OUT010,OUT010,114.8438420000001
OUT027,OUT027,7128.1147219999975
OUT027,OUT027,3019.003519999996
OUT046,OUT046,3060.895656
OUT027,OUT027,5337.292487999998
OUT049,OUT049,1751.972804
OUT010,OUT010,299.0707020000002
OUT013,OUT013,2408.478236
OUT010,OUT010,289.71621200000004
OUT035,OUT035,5111.033674000001
OUT027,OUT027,6510.771645999997
OUT046,OUT046,1832.8408719999998
OUT027,OUT027,3002.3718359999975
OUT010,OUT010,453.556276
OUT017,OUT017,1218.4273159999998
OUT010,OUT010,282.7053379999999
OUT013,OUT013,690.3680200000002
OUT045,OUT045,736.288246
OUT035,OUT035,2410.1360779999995
OUT027,OUT027,1018.9536360000001
OUT027,OUT027,3242.525895999998
OUT027,OUT027,3786.3180459999985
OUT017,OUT017,1112.1789519999993
OUT027,OUT027,2017.520476000001
OUT035,OUT035,1094.4753300000004
OUT013,OUT013,1753.5374340000012
OUT018,OUT018,1299.0823280000004
OUT046,OUT046,2394.3033539999997
OUT046,OUT046,845.8922420000001
OUT035,OUT035,2511.4908120000005
OUT035,OUT035,1584.1179660000007
OUT027,OUT027,4714.516483999999
OUT045,OUT045,2499.672861999997
OUT010,OUT010,636.9974920000004
OUT018,OUT018,2143.07704
OUT049,OUT049,2001.4147739999999
OUT049,OUT049,2155.966928
OUT049,OUT049,3643.670395999999
OUT013,OUT013,2761.485396000001
OUT019,OUT019,289.2568099999999
OUT027,OUT027,5588.3456940000015
OUT013,OUT013,2187.0864199999996
OUT027,OUT027,5430.497830000002
OUT017,OUT017,2306.73068
OUT017,OUT017,576.4895879999997
OUT013,OUT013,3621.991948000002
OUT027,OUT027,855.8792420000005
OUT046,OUT046,2010.6227879999994
OUT035,OUT035,3127.722002000001
OUT013,OUT013,1241.8901079999994
OUT045,OUT045,1907.104204
OUT049,OUT049,804.2930580000004
OUT045,OUT045,2814.6561840000004
OUT017,OUT017,4531.614566000002
OUT045,OUT045,3668.677844000001
OUT017,OUT017,1622.5812320000002
OUT017,OUT017,3059.324368
OUT035,OUT035,767.4010800000001
OUT049,OUT049,962.5137700000002
OUT027,OUT027,3744.8586799999994
OUT017,OUT017,1635.0716400000008
OUT013,OUT013,1736.3864259999987
OUT035,OUT035,3058.611962000001
OUT035,OUT035,4150.543936000001
OUT027,OUT027,7139.699641999998
OUT046,OUT046,3968.061472
OUT017,OUT017,2360.5073459999994
OUT049,OUT049,1447.9951560000004
OUT035,OUT035,2195.6352919999995
OUT045,OUT045,1360.1295300000002
OUT027,OUT027,3053.1990079999982
OUT027,OUT027,2358.330179999998
OUT027,OUT027,3392.3242380000033
OUT049,OUT049,4067.9847360000003
OUT035,OUT035,2035.0110419999996
OUT045,OUT045,2296.770312
OUT013,OUT013,2886.2430000000004
OUT045,OUT045,1925.4536519999995
OUT045,OUT045,2935.2791700000025
OUT017,OUT017,4171.223683999997
OUT046,OUT046,1871.4040079999997
OUT019,OUT019,379.399472
OUT013,OUT013,2066.2636939999998
OUT046,OUT046,1288.2697360000002
OUT017,OUT017,1041.8371819999998
OUT017,OUT017,2073.227962
OUT035,OUT035,1545.5481719999984
OUT013,OUT013,3437.2524219999987
OUT035,OUT035,2669.0390659999994
OUT018,OUT018,3073.485933999999
OUT027,OUT027,6522.076929999997
OUT046,OUT046,2268.580339999999
OUT027,OUT027,3997.196880000003
OUT010,OUT010,395.0058240000002
OUT013,OUT013,576.3098219999999
OUT046,OUT046,850.0401759999997
OUT018,OUT018,4304.403657999998
OUT046,OUT046,2324.4276440000003
OUT046,OUT046,3060.5827300000005
OUT027,OUT027,3653.271232000002
OUT035,OUT035,1349.456755999999
OUT049,OUT049,1827.6076839999994
OUT018,OUT018,3004.941824000001
OUT046,OUT046,1277.104270000001
OUT046,OUT046,1461.8304800000003
OUT027,OUT027,6711.130840000002
OUT049,OUT049,4230.3134340000015
OUT045,OUT045,1836.5360620000006
OUT027,OUT027,4679.102581999997
OUT045,OUT045,1759.6494779999996
OUT027,OUT027,3176.937937999999
OUT045,OUT045,2837.33999
OUT010,OUT010,518.5050659999998
OUT027,OUT027,5817.008045999999
OUT013,OUT013,2489.4062260000014
OUT049,OUT049,2192.292976
OUT019,OUT019,354.47191999999995
OUT018,OUT018,1302.477908
OUT027,OUT027,2458.8926120000006
OUT013,OUT013,2885.3108800000005
OUT035,OUT035,1032.6291679999995
OUT027,OUT027,2187.212922
OUT019,OUT019,391.01768200000004
OUT017,OUT017,3847.245404
OUT049,OUT049,1049.8267820000003
OUT046,OUT046,1919.308318000001
OUT049,OUT049,2876.981722000001
OUT049,OUT049,2299.3336419999982
OUT046,OUT046,2584.5090979999995
OUT046,OUT046,2109.5872999999997
OUT018,OUT018,1825.7900499999992
OUT046,OUT046,2656.575290000002
OUT018,OUT018,3256.2746659999993
OUT017,OUT017,560.0376699999996
OUT010,OUT010,87.77241400000003
OUT027,OUT027,6013.319175999995
OUT049,OUT049,503.05850599999985
OUT045,OUT045,3752.8815700000005
OUT035,OUT035,4981.209331999999
OUT019,OUT019,119.48446800000002
OUT019,OUT019,481.4133480000004
OUT046,OUT046,1891.3646919999987
OUT027,OUT027,1354.5567840000012
OUT018,OUT018,1196.2362020000003
OUT049,OUT049,4212.310202
OUT027,OUT027,3735.078078
OUT049,OUT049,674.7483519999993
OUT045,OUT045,1986.8603859999996
OUT045,OUT045,1206.9422659999996
OUT045,OUT045,851.6514119999994
OUT045,OUT045,1688.9814659999997
OUT046,OUT046,1329.5227039999993
OUT010,OUT010,381.47676799999994
OUT045,OUT045,3771.610523999999
OUT045,OUT045,1305.940067999999
OUT035,OUT035,1468.4818220000009
OUT027,OUT027,1675.2326959999994
OUT035,OUT035,1371.0553079999986
OUT035,OUT035,2465.8901700000015
OUT018,OUT018,1297.3112999999998
OUT046,OUT046,3788.86806
OUT035,OUT035,1771.753722000001
OUT035,OUT035,4142.068302000002
OUT045,OUT045,3043.8778080000006
OUT046,OUT046,1370.1831100000002
OUT027,OUT027,2124.973937999999
OUT013,OUT013,803.4874400000001
OUT018,OUT018,1103.2772060000002
OUT049,OUT049,4335.436595999997
OUT018,OUT018,1159.4906999999998
OUT013,OUT013,2426.6412600000003
OUT046,OUT046,1448.0484199999999
OUT035,OUT035,1466.0316780000003
OUT045,OUT045,493.98365199999984
OUT045,OUT045,475.4344639999995
OUT027,OUT027,1693.8284899999999
OUT013,OUT013,1121.6399699999988
OUT017,OUT017,2650.2035840000003
OUT010,OUT010,158.46705799999998
OUT046,OUT046,2942.7893940000026
OUT017,OUT017,1625.0313760000001
OUT046,OUT046,2669.7847619999993
OUT035,OUT035,639.2745279999999
OUT017,OUT017,2993.057294000001
OUT045,OUT045,1540.2284299999994
OUT046,OUT046,4156.815772000003
OUT046,OUT046,2526.158386
OUT045,OUT045,1499.2151499999993
OUT013,OUT013,3446.407171999999
OUT045,OUT045,4455.9330800000025
OUT027,OUT027,4003.928118000004
OUT017,OUT017,3173.489094
OUT013,OUT013,3993.175447999999
OUT013,OUT013,3349.380138000001
OUT013,OUT013,3138.634464000002
OUT027,OUT027,2790.800569999999
OUT010,OUT010,222.09756400000003
OUT018,OUT018,725.702026
OUT013,OUT013,1612.4410980000002
OUT017,OUT017,2014.9105399999994
OUT027,OUT027,3958.4872679999976
OUT018,OUT018,1352.819046
OUT045,OUT045,1517.5845720000004
OUT017,OUT017,3198.4432779999997
OUT010,OUT010,415.5923600000002
OUT013,OUT013,2085.092517999999
OUT018,OUT018,2450.676639999999
OUT027,OUT027,5480.772388
OUT018,OUT018,1393.31966
OUT027,OUT027,4117.566862
OUT013,OUT013,1448.91396
OUT045,OUT045,2220.822505999999
OUT013,OUT013,888.41023
OUT017,OUT017,2336.0791440000003
OUT013,OUT013,1820.8564720000002
OUT018,OUT018,286.913194
OUT027,OUT027,2624.9231580000005
OUT018,OUT018,369.3725240000001
OUT013,OUT013,1824.1721559999994
OUT019,OUT019,484.9687199999998
OUT018,OUT018,2888.773039999998
OUT035,OUT035,681.9855979999998
OUT017,OUT017,3548.9536880000005
OUT049,OUT049,493.0115839999999
OUT049,OUT049,3384.9538320000047
OUT035,OUT035,2784.402232000001
OUT045,OUT045,4307.419732
OUT046,OUT046,3447.072972
OUT035,OUT035,1284.3814639999996
OUT035,OUT035,2573.896245999997
OUT018,OUT018,710.3020719999997
OUT049,OUT049,3509.0389779999973
OUT013,OUT013,3412.9573799999985
OUT035,OUT035,2039.3653740000002
OUT019,OUT019,386.05747200000013
OUT046,OUT046,2452.1613740000003
OUT013,OUT013,4224.8339000000005
OUT045,OUT045,1784.4305539999998
OUT045,OUT045,1521.6259779999996
OUT045,OUT045,1819.8577720000003
OUT017,OUT017,2207.180263999999
OUT017,OUT017,3198.2435379999993
OUT027,OUT027,3133.1482719999995
OUT017,OUT017,1938.9760499999995
OUT049,OUT049,955.0901000000009
OUT027,OUT027,3015.5213859999994
OUT017,OUT017,874.9144640000002
OUT017,OUT017,548.645832
OUT018,OUT018,2553.8090600000014
OUT018,OUT018,2985.493806000001
OUT017,OUT017,2537.350483999998
OUT046,OUT046,2434.777335999998
OUT049,OUT049,2821.653742000001
OUT018,OUT018,2607.4725400000007
OUT035,OUT035,2645.296638000001
OUT013,OUT013,641.8778060000001
OUT018,OUT018,2798.177633999999
OUT049,OUT049,2259.665278
OUT013,OUT013,2459.551754000002
OUT049,OUT049,960.2101020000006
OUT035,OUT035,1315.75396
OUT019,OUT019,495.148802
OUT027,OUT027,4103.445244000006
OUT017,OUT017,3098.240378000001
OUT027,OUT027,6552.717046000001
OUT019,OUT019,319.2644159999999
OUT010,OUT010,243.46974399999996
OUT046,OUT046,902.4452939999999
OUT046,OUT046,888.6499179999998
OUT017,OUT017,1666.8436159999992
OUT018,OUT018,1737.2985719999988
OUT013,OUT013,2673.7262980000005
OUT017,OUT017,2280.1785760000002
OUT027,OUT027,2306.384464000001
OUT010,OUT010,628.2888280000002
OUT046,OUT046,1632.9743699999985
OUT045,OUT045,2508.781006
OUT018,OUT018,4028.356320000001
OUT045,OUT045,918.4977320000003
OUT035,OUT035,1436.5966599999997
OUT046,OUT046,3650.2951060000005
OUT045,OUT045,2462.388062000001
OUT049,OUT049,497.7387639999999
OUT013,OUT013,2465.5772440000005
OUT018,OUT018,2360.3741859999996
OUT046,OUT046,1072.690354
OUT045,OUT045,4458.316644000001
OUT018,OUT018,1294.7346539999992
OUT017,OUT017,1878.9674959999995
OUT013,OUT013,2148.8894740000005
OUT027,OUT027,1017.9882259999994
OUT027,OUT027,5715.0141440000025
OUT046,OUT046,2500.1389220000015
OUT018,OUT018,2092.203262
OUT019,OUT019,218.06281599999994
OUT045,OUT045,2851.195287999998
OUT049,OUT049,2612.5858840000005
OUT045,OUT045,1197.6410399999997
OUT027,OUT027,1458.1752380000003
OUT027,OUT027,934.1240580000003
OUT035,OUT035,642.5768959999994
OUT049,OUT049,1662.549206
OUT027,OUT027,3308.939446000001
OUT019,OUT019,175.78451599999988
OUT019,OUT019,252.43141200000002
OUT035,OUT035,2654.7909459999996
OUT017,OUT017,3148.228642000003
OUT013,OUT013,2593.077943999999
OUT010,OUT010,856.1988260000004
OUT049,OUT049,3494.4646159999998
OUT027,OUT027,2505.4986120000012
OUT035,OUT035,3140.9381319999984
OUT013,OUT013,3395.6132900000016
OUT017,OUT017,3681.021775999998
OUT046,OUT046,4403.994021999998
OUT049,OUT049,2837.067012
OUT018,OUT018,2330.5463460000005
OUT013,OUT013,670.0078559999996
OUT013,OUT013,4738.458652000002
OUT018,OUT018,2137.7572979999986
OUT019,OUT019,381.8829059999999
OUT035,OUT035,3465.449051999998
OUT017,OUT017,1664.306918
OUT049,OUT049,1082.0048960000004
OUT035,OUT035,1663.7076979999997
OUT045,OUT045,4206.857299999999
OUT010,OUT010,609.3002120000001
OUT013,OUT013,2157.438346000001
OUT017,OUT017,5335.894308000002
OUT019,OUT019,407.8890539999999
OUT045,OUT045,2817.672257999999
OUT046,OUT046,2288.634235999998
OUT018,OUT018,2235.3103140000003
OUT045,OUT045,1255.1927919999994
OUT018,OUT018,354.18562600000007
OUT017,OUT017,1892.4233139999997
OUT049,OUT049,3572.9091719999997
OUT017,OUT017,2124.8208039999995
OUT027,OUT027,5085.207292000001
OUT018,OUT018,436.9245920000001
OUT019,OUT019,266.7061639999997
OUT035,OUT035,1760.4817279999997
OUT013,OUT013,1630.8837580000004
OUT010,OUT010,225.599672
OUT046,OUT046,2862.2542259999987
OUT027,OUT027,4792.874485999997
OUT013,OUT013,2790.6674100000014
OUT013,OUT013,3012.958056000001
OUT013,OUT013,1685.559253999999
OUT046,OUT046,758.3395420000002
OUT013,OUT013,2203.678156
OUT027,OUT027,2505.784906000002
OUT035,OUT035,3655.1953939999994
OUT010,OUT010,634.5273739999999
OUT027,OUT027,6637.759680000001
OUT027,OUT027,1018.8138180000002
OUT035,OUT035,3205.9601599999996
OUT010,OUT010,168.31424000000007
OUT035,OUT035,1093.6697120000008
OUT046,OUT046,1355.255874
OUT046,OUT046,2820.615094000002
OUT035,OUT035,1628.7598560000004
OUT046,OUT046,1961.892886
OUT013,OUT013,2264.9051240000003
OUT019,OUT019,58.96324800000003
OUT049,OUT049,1148.1121779999999
OUT013,OUT013,2029.9775940000006
OUT027,OUT027,1756.027526
OUT018,OUT018,393.52774800000014
OUT027,OUT027,2554.827734
OUT027,OUT027,1034.3402739999995
OUT010,OUT010,449.20860200000004
OUT017,OUT017,3757.80849
OUT017,OUT017,1532.265462
OUT013,OUT013,1560.76836
OUT010,OUT010,643.9417859999995
OUT035,OUT035,744.5175340000003
OUT013,OUT013,817.7888240000003
OUT035,OUT035,5629.731822000001
OUT046,OUT046,1661.2442379999995
OUT045,OUT045,625.9119219999997
OUT049,OUT049,4656.4454080000005
OUT049,OUT049,2883.8394620000017
OUT019,OUT019,695.7210520000003
OUT046,OUT046,2858.119607999999
OUT049,OUT049,3778.355077999999
OUT045,OUT045,1456.8502960000008
OUT035,OUT035,661.2725599999999
OUT045,OUT045,2463.2935500000003
OUT035,OUT035,3139.040602000002
OUT017,OUT017,2743.0826840000027
OUT018,OUT018,1604.7577660000004
OUT049,OUT049,1295.433744
OUT017,OUT017,4530.655814000001
OUT027,OUT027,2391.347202
OUT017,OUT017,2824.6565000000014
OUT017,OUT017,626.8773319999998
OUT046,OUT046,4932.166503999999
OUT027,OUT027,2789.635419999998
OUT010,OUT010,262.9310779999998
OUT013,OUT013,4091.900272000001
OUT045,OUT045,3021.7932220000016
OUT019,OUT019,202.4897539999999
OUT035,OUT035,4664.574826
OUT045,OUT045,1742.6649199999997
OUT017,OUT017,798.8534719999999
OUT018,OUT018,1604.1518879999994
OUT049,OUT049,2821.1610500000015
OUT018,OUT018,3157.070466000001
OUT010,OUT010,210.72569999999985
OUT018,OUT018,358.0938719999999
OUT017,OUT017,1349.37686
OUT010,OUT010,756.1290859999999
OUT049,OUT049,2009.2645559999996
OUT045,OUT045,2878.0137120000004
OUT019,OUT019,540.949184
OUT027,OUT027,1969.5029799999998
OUT049,OUT049,2430.3031600000004
OUT019,OUT019,629.7402719999997
OUT018,OUT018,2382.0393179999996
OUT027,OUT027,6380.254871999996
OUT035,OUT035,3213.5236479999994
OUT045,OUT045,3524.9982039999995
OUT049,OUT049,1143.7911359999996
OUT018,OUT018,1205.337688
OUT017,OUT017,2349.3085900000005
OUT027,OUT027,1447.1029840000006
OUT046,OUT046,3316.509591999998
OUT049,OUT049,3319.9318040000003
OUT045,OUT045,2250.883376000002
OUT018,OUT018,4663.482914000002
OUT010,OUT010,400.0991940000001
OUT017,OUT017,851.3984080000004
OUT019,OUT019,310.5091459999999
OUT027,OUT027,2798.557140000001
OUT018,OUT018,2515.299187999999
OUT046,OUT046,3685.742297999999
OUT035,OUT035,4203.987702
OUT019,OUT019,481.8394600000002
OUT010,OUT010,510.5554140000003
OUT046,OUT046,2965.466541999999
OUT013,OUT013,2934.726556
OUT013,OUT013,2473.899744000002
OUT018,OUT018,2146.90539
OUT045,OUT045,4902.185530000001
OUT027,OUT027,6590.308113999994
OUT013,OUT013,809.7925659999996
OUT010,OUT010,424.06133600000015
OUT049,OUT049,2135.373734000001
OUT035,OUT035,2029.085422000001
OUT013,OUT013,1104.7219920000005
OUT018,OUT018,3292.887007999999
OUT013,OUT013,1755.181959999999
OUT049,OUT049,4243.229954000002
OUT035,OUT035,4388.247852
OUT019,OUT019,125.92941200000001
OUT018,OUT018,1878.8876
OUT018,OUT018,2812.2526460000004
OUT027,OUT027,4706.100771999996
OUT045,OUT045,3176.4585619999984
OUT035,OUT035,2928.1883999999995
OUT017,OUT017,729.0043939999999
OUT035,OUT035,2440.170316000002
OUT017,OUT017,2771.2327080000014
OUT013,OUT013,665.706788
OUT018,OUT018,2545.9992260000013
OUT045,OUT045,4326.348426000002
OUT035,OUT035,2139.5815900000002
OUT035,OUT035,1730.0946159999999
OUT049,OUT049,821.876836
OUT010,OUT010,350.5903060000001
OUT019,OUT019,334.07180800000015
OUT049,OUT049,1309.5620199999996
OUT046,OUT046,2272.5884559999995
OUT046,OUT046,1879.71985
OUT018,OUT018,2491.629998
OUT035,OUT035,2254.738357999999
OUT035,OUT035,2381.346885999999
OUT045,OUT045,1055.6924799999997
OUT018,OUT018,1581.654506000002
OUT027,OUT027,6936.584035999995
OUT010,OUT010,414.51376400000015
OUT017,OUT017,2321.6046519999995
OUT013,OUT013,2359.182404000001
OUT013,OUT013,1965.9476080000002
OUT013,OUT013,3670.1559199999992
OUT045,OUT045,2790.6740679999994
OUT035,OUT035,1552.6322839999996
OUT035,OUT035,549.5313459999999
OUT018,OUT018,3244.070552000003
OUT013,OUT013,2535.5328499999987
OUT045,OUT045,1118.7970040000002
OUT035,OUT035,3692.513484000001
OUT045,OUT045,1514.8547920000003
OUT013,OUT013,2320.0999440000005
OUT046,OUT046,1346.1410719999994
OUT027,OUT027,2967.290833999999
OUT049,OUT049,1052.3568219999997
OUT027,OUT027,2162.1921580000007
OUT013,OUT013,480.76752200000004
OUT018,OUT018,1733.7298840000003
OUT027,OUT027,2223.046278
OUT049,OUT049,993.8063700000001
OUT035,OUT035,639.4609519999996
OUT035,OUT035,2999.8484539999977
OUT019,OUT019,293.48464
OUT049,OUT049,4011.7712420000007
OUT027,OUT027,4230.306776000001
OUT017,OUT017,806.8164399999998
OUT019,OUT019,453.3964839999998
OUT046,OUT046,1611.13613
OUT046,OUT046,2058.646941999999
OUT013,OUT013,1411.2896019999994
OUT046,OUT046,2170.6611340000004
OUT035,OUT035,4595.131886
OUT010,OUT010,433.1761379999999
OUT049,OUT049,2056.170166
OUT035,OUT035,4527.426684
OUT035,OUT035,2009.7971960000007
OUT035,OUT035,3298.393174
OUT045,OUT045,2379.4826460000004
OUT017,OUT017,3481.9009700000006
OUT046,OUT046,893.0508560000005
OUT027,OUT027,7440.621268
OUT045,OUT045,2453.120126
OUT019,OUT019,334.4712880000001
OUT018,OUT018,2613.6511640000012
OUT049,OUT049,3302.2082080000005
OUT027,OUT027,811.2107200000005
OUT018,OUT018,1610.4636719999994
OUT013,OUT013,3753.38092
OUT049,OUT049,3438.8969479999982
OUT017,OUT017,3740.737378
OUT045,OUT045,3336.050822
OUT049,OUT049,555.929684
OUT035,OUT035,3098.9261519999986
OUT018,OUT018,3272.0541260000005
OUT010,OUT010,623.741414
OUT035,OUT035,2229.424642000001
OUT027,OUT027,990.01131
OUT018,OUT018,3271.1952440000005
OUT017,OUT017,1438.1080259999997
OUT027,OUT027,4592.195707999998
OUT046,OUT046,4072.938287999999
OUT027,OUT027,5791.428009999999
OUT017,OUT017,2084.0072640000003
OUT013,OUT013,1821.5888519999996
OUT017,OUT017,2172.2523960000008
OUT027,OUT027,4406.490771999997
OUT027,OUT027,7289.817567999996
OUT045,OUT045,2932.5893380000007
OUT045,OUT045,1459.7398680000001
OUT035,OUT035,2323.90832
OUT045,OUT045,4463.762888
OUT013,OUT013,1719.1621800000012
OUT045,OUT045,1020.9909839999999
OUT027,OUT027,4123.519114000002
OUT010,OUT010,239.90771400000003
OUT027,OUT027,2576.579419999999
OUT049,OUT049,1938.5699119999997
OUT045,OUT045,3907.6867279999988
OUT018,OUT018,3823.9224300000014
OUT017,OUT017,1028.6210519999997
OUT046,OUT046,707.87856
OUT010,OUT010,85.968096
OUT017,OUT017,3219.5091899999993
OUT035,OUT035,770.5103660000005
OUT035,OUT035,653.289618
OUT046,OUT046,3789.6803359999985
OUT045,OUT045,2508.7876639999995
OUT019,OUT019,210.94541399999997
OUT018,OUT018,1918.575937999999
OUT010,OUT010,611.1444780000003
OUT027,OUT027,6994.462030000001
OUT045,OUT045,1869.686243999999
OUT019,OUT019,130.96951800000002
OUT035,OUT035,3164.693875999999
OUT035,OUT035,1191.6088919999995
OUT046,OUT046,2403.5246839999977
OUT035,OUT035,3225.547995999998
OUT019,OUT019,249.215598
OUT046,OUT046,1619.8248200000007
OUT018,OUT018,2269.093006
OUT035,OUT035,593.480804
OUT035,OUT035,2091.996864
OUT045,OUT045,2603.9371419999998
OUT010,OUT010,82.87878400000008
OUT010,OUT010,175.53817000000004
OUT010,OUT010,274.96208400000006
OUT045,OUT045,1677.8825799999997
OUT046,OUT046,1262.4566699999993
OUT018,OUT018,576.010212
OUT013,OUT013,2827.6858899999997
OUT035,OUT035,3206.7657779999995
OUT027,OUT027,2762.9035500000014
OUT019,OUT019,294.0772020000002
OUT018,OUT018,1460.3390880000004
OUT046,OUT046,1753.9036239999998
OUT046,OUT046,737.613188
OUT046,OUT046,2047.6945320000004
OUT010,OUT010,534.1180760000004
OUT019,OUT019,581.4764300000004
OUT049,OUT049,2782.810969999999
OUT018,OUT018,318.91154199999994
OUT049,OUT049,3258.904575999998
OUT045,OUT045,2193.4714420000005
OUT035,OUT035,2349.022296000002
OUT027,OUT027,1705.7662840000014
OUT018,OUT018,2079.3666380000013
OUT046,OUT046,1787.7995020000005
